"Time","stress level"
2025-12-12 14:54:00,0.00278
2025-12-12 14:54:15,0.00219
2025-12-12 14:54:30,0.00401
2025-12-12 14:54:45,0.0525
2025-12-12 14:55:00,0.0514
2025-12-12 14:55:15,0.0370
2025-12-12 14:55:30,0.0405
2025-12-12 14:55:45,0.0231
2025-12-12 14:56:00,0.0164
2025-12-12 14:56:15,0.0163
2025-12-12 14:56:30,0.0209
2025-12-12 14:56:45,0.0217
2025-12-12 14:57:00,0.0162
2025-12-12 14:57:15,0.0137
2025-12-12 14:57:30,0.0139
2025-12-12 14:57:45,0.0161
2025-12-12 14:58:00,0.0134
2025-12-12 14:58:15,0.0135
2025-12-12 14:58:30,0.0130
2025-12-12 14:58:45,0.0197
2025-12-12 14:59:00,0.0133
2025-12-12 14:59:15,0.0165
2025-12-12 14:59:30,0.0130
2025-12-12 14:59:45,0.0120
2025-12-12 15:00:00,0.0136
2025-12-12 15:00:15,0.0126
2025-12-12 15:00:30,0.0254
2025-12-12 15:00:45,0.0123
2025-12-12 15:01:00,0.0121
2025-12-12 15:01:15,0.0133
2025-12-12 15:01:30,0.0133
2025-12-12 15:01:45,0.0138
2025-12-12 15:02:00,0.0134
2025-12-12 15:02:15,0.0131
2025-12-12 15:02:30,0.0121
2025-12-12 15:02:45,0.0133
2025-12-12 15:03:00,0.0159
2025-12-12 15:03:15,0.00166
2025-12-12 15:03:30,0.000962
2025-12-12 15:03:45,0.000753
