"Time","stress level"
2025-12-12 15:37:45,0.000700
2025-12-12 15:38:00,0.00492
2025-12-12 15:38:15,0.0710
2025-12-12 15:38:30,0.0645
2025-12-12 15:38:45,0.0803
2025-12-12 15:39:00,0.0812
2025-12-12 15:39:15,0.0899
2025-12-12 15:39:30,0.110
2025-12-12 15:39:45,0.0957
2025-12-12 15:40:00,0.109
2025-12-12 15:40:15,0.0842
2025-12-12 15:40:30,0.0912
2025-12-12 15:40:45,0.0908
2025-12-12 15:41:00,0.106
2025-12-12 15:41:15,0.0945
2025-12-12 15:41:30,0.0941
2025-12-12 15:41:45,0.103
2025-12-12 15:42:00,0.101
2025-12-12 15:42:15,0.104
2025-12-12 15:42:30,0.0827
2025-12-12 15:42:45,0.100
2025-12-12 15:43:00,0.104
2025-12-12 15:43:15,0.0847
2025-12-12 15:43:30,0.0799
2025-12-12 15:43:45,0.0785
2025-12-12 15:44:00,0.0905
2025-12-12 15:44:15,0.0799
2025-12-12 15:44:30,0.0883
2025-12-12 15:44:45,0.0902
2025-12-12 15:45:00,0.0930
2025-12-12 15:45:15,0.0865
2025-12-12 15:45:30,0.0911
2025-12-12 15:45:45,0.103
2025-12-12 15:46:00,0.0943
2025-12-12 15:46:15,0.0976
2025-12-12 15:46:30,0.0802
2025-12-12 15:46:45,0.0543
2025-12-12 15:47:00,0.0379
2025-12-12 15:47:15,0.00549
2025-12-12 15:47:30,0.00610
2025-12-12 15:47:45,0.00645
2025-12-12 15:48:00,0.00670
